Pred_X,Pred_Y,True_X,True_Y,Adjusted_Pred_X,Adjusted_Pred_Y,Adjusted_Pred_X_GD,Adjusted_Pred_Y_GD,Deviation_X,Deviation_Y,Adjusted_Pred_X_new,Adjusted_Pred_Y_new,Adjusted_Pred_X_new2,Adjusted_Pred_Y_new2,Adjusted_Pred_X_new3,Adjusted_Pred_Y_new3,Adjusted_Pred_X_new4,Adjusted_Pred_Y_new4,Adjusted_Pred_X_new5,Adjusted_Pred_Y_new5,Adjusted_Pred_X_new6,Adjusted_Pred_Y_new6,Adjusted_Pred_X_final,Adjusted_Pred_Y_final,Adjusted_Pred_X_last,Adjusted_Pred_Y_last,Adjusted_Pred_X_another,Adjusted_Pred_Y_another,Adjusted_Pred_X_finaltry,Adjusted_Pred_Y_finaltry,Final_Adjusted_Pred_X,Final_Adjusted_Pred_Y,Final_Adjusted_Pred_X_new,Final_Adjusted_Pred_Y_new
2.6639903,1.9948473,2.62879,1.996813,20.40929477203713,15.448991815445646,2.6723930949455257,1.9976485815745888,0.03520030000000007,0.001965699999999959,2.6639903,1.9948473,2.63583006,1.9948473,2.65343021,1.9948473,2.6639903,1.9948473,2.6639903,1.9948473,2.6639903,1.9948473,3.3828693535992835,2.412509710127298,2.6639903,1.9948473,2.6639903,1.9948473,2.6639903,1.9948473,2.6252699699999997,1.99700957,2.276787,2.0164699999999995
2.6696422,1.995891,2.6276667,2.0094805,20.452594964654978,15.457074696154251,2.678044994945526,1.998692281574589,0.04197550000000039,0.013589499999999921,2.6696422,1.995891,2.6360618,1.995891,2.65704955,1.995891,2.6696422,1.995891,2.6696422,1.995891,2.6696422,1.995891,2.0483746950351875,1.8825631430740943,2.6696422,1.995891,2.6696422,1.995891,2.6696422,1.995891,2.6234691499999996,2.01083945,2.207911699999997,2.1453754999999988
2.6690009,2.006961,2.6272647,2.020253,20.447681853395782,15.542805739025042,2.6774036949455255,2.0097622815745844,0.04173619999999989,0.01329199999999986,2.6690009,2.006961,2.63561194,2.006961,2.65648004,2.006961,2.6690009,2.006961,2.6690009,2.006961,2.6690009,2.006961,3.067253828980079,2.0005558299693575,2.6690009,2.006961,2.6690009,2.006961,2.6690009,2.006961,2.62309108,2.0215821999999997,2.209902700000002,2.153172999999998
2.6624177,2.0279691,2.627351,2.0332925,20.397246808890078,15.70550188371645,2.670820494945526,2.0307703815745843,0.03506670000000023,0.005323399999999978,2.6624177,2.0279691,2.63436434,2.0279691,2.65189769,2.0279691,2.6624177,2.0279691,2.6624177,2.0279691,2.6624177,2.0279691,2.152659522895905,2.6208267407213244,2.6624177,2.0279691,2.6624177,2.0279691,2.6624177,2.0279691,2.62384433,2.03382484,2.2766839999999986,2.0865264999999997
2.6655426,2.0304213,2.627352,2.0428998,20.421187213340176,15.724492819879751,2.673945394945526,2.0332225815745844,0.038190600000000074,0.012478499999999837,2.6655426,2.0304213,2.6349901200000003,2.0304213,2.6540854200000004,2.0304213,2.6655426,2.0304213,2.6655426,2.0304213,2.6655426,2.0304213,3.227092809526312,2.6179819771191393,2.6655426,2.0304213,2.6655426,2.0304213,2.6655426,2.0304213,2.62353294,2.0441476499999998,2.2454460000000003,2.1676847999999977
2.6699605,2.0465884,2.6280608,2.0582342,20.455033516524306,15.849698090267863,2.678363294945526,2.0493896815745845,0.041899700000000095,0.011645799999999706,2.6699605,2.0465884,2.6364407400000003,2.0465884,2.6573905900000003,2.0465884,2.6699605,2.0465884,2.6699605,2.0465884,2.6699605,2.0465884,3.1624670434828195,1.6637412104875455,2.6699605,2.0465884,2.6699605,2.0465884,2.6699605,2.0465884,2.62387083,2.05939878,2.2090638,2.1746921999999964
2.6508882,2.0585728,2.628935,2.069691,20.308917296551307,15.94251065667985,2.6592909949455255,2.0613740815745842,0.021953200000000006,0.0111182000000003,2.6508882,2.0585728,2.6508882,2.0585728,2.6508882,2.0585728,2.6508882,2.0585728,2.6508882,2.0585728,2.6508882,2.0585728,3.221891473418589,2.215918374412417,2.6508882,2.0585728,2.6508882,2.0585728,2.6508882,2.0585728,2.6267396799999996,2.0708028200000004,2.409403,2.1808730000000027
2.6484368,2.069327,2.6300166,2.082541,20.29013669318193,16.025796002772086,2.6568395949455255,2.0721282815745843,0.018420199999999998,0.013214000000000059,2.6484368,2.069327,2.6484368,2.069327,2.6484368,2.069327,2.6484368,2.069327,2.6484368,2.069327,2.6484368,2.069327,2.563320719630989,2.4949896711535438,2.6484368,2.069327,2.6484368,2.069327,2.6484368,2.069327,2.6281745799999996,2.0838624,2.4458146000000003,2.214681
2.662615,2.0881672,2.6309922,2.095277,20.39875835863503,16.171702957956757,2.671017794945526,2.0909684815745844,0.03162280000000006,0.007109799999999833,2.662615,2.0881672,2.63731676,2.0881672,2.662615,2.0881672,2.662615,2.0881672,2.662615,2.0881672,2.662615,2.0881672,2.193457225388357,1.540076706400228,2.662615,2.0881672,2.662615,2.0881672,2.662615,2.0881672,2.62782992,2.09598798,2.3147642,2.166374999999998
2.6477237,2.084605,2.6329844,2.1100788,20.284673509587776,16.144115684161424,2.6561264949455254,2.087406281574584,0.01473930000000001,0.025473800000000324,2.6477237,2.084605,2.6477237,2.10498404,2.6477237,2.084605,2.6477237,2.084605,2.6477237,2.084605,2.6477237,2.084605,1.7432168103421672,2.064888468448685,2.6477237,2.084605,2.6477237,2.084605,2.6477237,2.084605,2.63151047,2.1126261800000004,2.4855914,2.364816800000003
2.6541765,2.104189,2.6336389,2.1138084,20.334109536928047,16.295782960004384,2.662579294945526,2.1069902815745842,0.020537600000000378,0.009619400000000056,2.6541765,2.104189,2.6541765,2.104189,2.6541765,2.104189,2.6541765,2.104189,2.6541765,2.104189,2.6541765,2.104189,2.7966779769787333,3.0039287912765245,2.6541765,2.104189,2.6541765,2.104189,2.6541765,2.104189,2.63158514,2.1147703399999997,2.4282628999999964,2.2100024000000005
2.664232,2.1050465,2.6370382,2.1337702,20.411146477933507,16.30242382443634,2.672634794945526,2.107847781574584,0.027193800000000046,0.02872370000000002,2.664232,2.1050465,2.64247696,2.12802546,2.664232,2.1050465,2.664232,2.1050465,2.664232,2.1050465,2.664232,2.1050465,3.2077775105711575,1.8384286838610664,2.664232,2.1050465,2.664232,2.1050465,2.664232,2.1050465,2.6343188200000003,2.13664257,2.3651002,2.4210071999999996
2.6583529,2.124822,2.6391084,2.1445525,20.366105666450714,16.455574162132034,2.666755694945526,2.1276232815745844,0.01924450000000011,0.019730500000000095,2.6583529,2.124822,2.6583529,2.124822,2.6583529,2.124822,2.6583529,2.124822,2.6583529,2.124822,2.6583529,2.124822,2.6624390554450725,2.355637853097906,2.6583529,2.124822,2.6583529,2.124822,2.6583529,2.124822,2.63718395,2.1465255500000002,2.4466633999999994,2.3418575000000006
2.675645,2.1355214,2.641129,2.1535668,20.498583463433512,16.53843511245649,2.6840477949455255,2.1383226815745844,0.03451599999999999,0.0180454000000001,2.675645,2.1355214,2.6480322,2.1355214,2.6652902,2.1355214,2.675645,2.1355214,2.675645,2.1355214,2.675645,2.1355214,1.8865929140653561,2.617610458907368,2.675645,2.1355214,2.675645,2.1355214,2.675645,2.1355214,2.6376774,2.1553713400000003,2.295969000000001,2.3340208000000007
2.6912153,2.1468737,2.6429656,2.162616,20.61787025002168,16.626352413087215,2.6996180949455257,2.1496749815745844,0.04824969999999995,0.015742299999999876,2.66709045,2.1468737,2.65261554,2.1468737,2.67674039,2.1468737,2.6912153,2.1468737,2.6912153,2.1468737,2.6912153,2.1468737,2.5468257088576136,1.4952047861294364,2.6912153,2.1468737,2.6912153,2.1468737,2.6912153,2.1468737,2.63814063,2.16419023,2.1604686000000015,2.320038999999998
2.674871,2.1763182,2.6453013,2.173538,20.49265371430734,16.85438382156138,2.6832737949455256,2.1791194815745842,0.029569700000000143,0.0027801999999996774,2.674871,2.1763182,2.65121524,2.1763182,2.674871,2.1763182,2.674871,2.1763182,2.674871,2.1763182,2.674871,2.1763182,2.0556318602896595,1.8693584486818966,2.674871,2.1763182,2.674871,2.1763182,2.674871,2.1763182,2.64234433,2.17325998,2.349604299999999,2.1457360000000034
2.6907234,2.1881473,2.6484103,2.1820917,20.61410171824498,16.945993675149715,2.6991261949455256,2.190948581574584,0.04231309999999988,0.006055599999999828,2.6907234,2.1881473,2.65687292,2.1881473,2.6780294700000002,2.1881473,2.6907234,2.1881473,2.6907234,2.1881473,2.6907234,2.1881473,2.848279486184274,1.7041470028907915,2.6907234,2.1881473,2.6907234,2.1881473,2.6907234,2.1881473,2.64417899,2.18148614,2.225279300000002,2.1215357000000017
2.6869853,2.1929865,2.6513345,2.1919281,20.585463481541435,16.983470609446044,2.6953880949455256,2.1957877815745843,0.03565079999999998,0.0010583999999997928,2.6869853,2.1929865,2.65846466,2.1929865,2.67629006,2.1929865,2.6869853,2.1929865,2.6869853,2.1929865,2.6869853,2.1929865,2.7911288318431495,2.7925673203310692,2.6869853,2.1929865,2.6869853,2.1929865,2.6869853,2.1929865,2.64776942,2.1918222600000004,2.294826500000001,2.1813441000000022
2.7026198,2.2027678,2.6543539,2.200001,20.705242115537743,17.05922138177053,2.7110225949455256,2.2055690815745845,0.048265900000000084,0.0027668000000002912,2.6784868499999996,2.2027678,2.6640070799999997,2.2027678,2.68814003,2.2027678,2.7026198,2.2027678,2.7026198,2.2027678,2.7026198,2.2027678,1.9661620363480132,1.6050225781559473,2.7026198,2.2027678,2.7026198,2.2027678,2.7026198,2.2027678,2.64952731,2.1997243199999996,2.1716949,2.172332999999997
2.7045715,2.2201726,2.657524,2.2092152,20.72019442996869,17.19401195584077,2.7129742949455258,2.2229738815745845,0.04704750000000013,0.010957400000000117,2.6810477500000003,2.2201726,2.6669335,2.2201726,2.69045725,2.2201726,2.7045715,2.2201726,2.7045715,2.2201726,2.7045715,2.2201726,2.1005845630696265,2.437988334679341,2.7045715,2.2201726,2.7045715,2.2201726,2.7045715,2.2201726,2.65281925,2.20811946,2.1870489999999996,2.0996411999999993
2.711244,2.2403038,2.660331,2.216916,20.771313617364537,17.349916993802875,2.719646794945526,2.2431050815745843,0.05091300000000043,0.02338780000000007,2.6857875,2.2403038,2.6705136,2.22159356,2.6959701000000003,2.2403038,2.711244,2.2403038,2.711244,2.2403038,2.711244,2.2403038,3.315114083575194,2.2743531124568954,2.711244,2.2403038,2.711244,2.2403038,2.711244,2.2403038,2.6552396999999996,2.21457722,2.151200999999997,1.9830379999999996
2.7205966,2.2506864,2.6635063,2.2261765,20.842965518756575,17.43032450290046,2.7289993949455256,2.2534876815745846,0.05709030000000004,0.024509900000000417,2.69205145,2.2506864,2.67492436,2.23107848,2.7034695099999997,2.2506864,2.68634242,2.2506864,2.7205966,2.2506864,2.7205966,2.2506864,3.623651021687712,1.366525115383834,2.7205966,2.2506864,2.7205966,2.2506864,2.7205966,2.2506864,2.6577972699999997,2.2237255099999995,2.092603300000001,1.981077499999996
2.7174578,2.270629,2.666901,2.2373822,20.818918623979794,17.58476893790995,2.7258605949455257,2.2734302815745844,0.050556799999999846,0.03324680000000013,2.6921794,2.270629,2.67701236,2.24403156,2.70229076,2.26065496,2.7174578,2.270629,2.7174578,2.270629,2.7174578,2.270629,2.4620512440490123,2.745748018637138,2.7174578,2.270629,2.7174578,2.270629,2.7174578,2.270629,2.6618453200000003,2.23405752,2.1613330000000026,1.9049141999999992
2.7212029,2.2797604,2.6700068,2.2468684,20.847610488905413,17.655486593273125,2.729605694945526,2.282561681574584,0.0511961000000003,0.03289199999999992,2.69560485,2.2797604,2.68024602,2.2534468,2.70584407,2.2698928,2.7212029,2.2797604,2.7212029,2.2797604,2.7212029,2.2797604,3.3689472920898544,1.4371533637222937,2.7212029,2.2797604,2.7212029,2.2797604,2.7212029,2.2797604,2.66488719,2.2435791999999997,2.1580457999999982,1.9179484000000013
2.7118826,2.2982483,2.6725423,2.2565002,20.776206043452355,17.798665179315666,2.7202853949455257,2.3010495815745844,0.039340300000000106,0.041748099999999955,2.7118826,2.2982483,2.6804103599999998,2.2648498200000002,2.70008051,2.28572387,2.7118826,2.2982483,2.7118826,2.2982483,2.7118826,2.2982483,3.2077835776969312,1.6104301509068972,2.7118826,2.2982483,2.7118826,2.2982483,2.7118826,2.2982483,2.66860827,2.25232539,2.2791392999999998,1.8390192000000014
2.7306423,2.3049521,2.6766164,2.269117,20.919927380251135,17.85058241194414,2.7390450949455256,2.3077533815745843,0.05402590000000007,0.0358350999999999,2.70362935,2.3049521,2.68742158,2.27628402,2.71443453,2.29420157,2.69822676,2.3049521,2.7306423,2.3049521,2.7306423,2.3049521,3.1403371813061494,2.728484802113628,2.7306423,2.3049521,2.7306423,2.3049521,2.7306423,2.3049521,2.67121381,2.26553349,2.1363574000000005,1.910766000000002
2.7185776,2.314248,2.6813073,2.2848554,20.82749760727629,17.922574029055486,2.726980394945526,2.3170492815745845,0.03727030000000031,0.02939259999999999,2.7185776,2.314248,2.68876136,2.29073392,2.70739651,2.314248,2.7185776,2.314248,2.7185776,2.314248,2.7185776,2.314248,2.4039403602551483,2.6686935343417675,2.7185776,2.314248,2.7185776,2.314248,2.7185776,2.314248,2.67758027,2.28191614,2.3086042999999976,1.9909294000000008
2.7096577,2.3239915,2.6853447,2.2993898,20.759160696125715,17.998032061233584,2.718060494945526,2.3267927815745844,0.02431300000000025,0.024601699999999838,2.7096577,2.3239915,2.6902073,2.30431014,2.7096577,2.3239915,2.7096577,2.3239915,2.7096577,2.3239915,2.7096577,2.3239915,3.6156179377403177,2.7904087491779768,2.7096577,2.3239915,2.7096577,2.3239915,2.7096577,2.3239915,2.6829134,2.29692963,2.442214699999998,2.053372800000002
2.6924593,2.3359158,2.6887095,2.309071,20.62740075120121,18.090379186301714,2.7008620949455255,2.3387170815745844,0.0037498000000000253,0.026844800000000113,2.6924593,2.3359158,2.6924593,2.31443996,2.6924593,2.3359158,2.6924593,2.3359158,2.6924593,2.3359158,2.6924593,2.3359158,2.139637292251878,1.503239828928522,2.6924593,2.3359158,2.6924593,2.3359158,2.6924593,2.3359158,2.6883345199999997,2.3063865199999998,2.6512114999999996,2.040622999999999
2.7217088,2.3532615,2.6920643,2.3203871,20.851486277126252,18.22471206347641,2.7301115949455257,2.3560627815745843,0.02964449999999985,0.03287439999999986,2.7217088,2.3532615,2.6979932,2.32696198,2.7217088,2.34339918,2.7217088,2.3532615,2.7217088,2.3532615,2.7217088,2.3532615,2.971798514896623,1.8114884316795976,2.7217088,2.3532615,2.7217088,2.3532615,2.7217088,2.3532615,2.6890998500000003,2.3170996600000002,2.395619300000002,1.991643100000002
2.7342298,2.3789601,2.695995,2.3333118,20.947411844062692,18.423733542999386,2.7426325949455257,2.3817613815745844,0.038234800000000124,0.045648299999999864,2.7342298,2.35613595,2.70364196,2.3424414600000003,2.72275936,2.3652656100000002,2.7342298,2.3789601,2.7342298,2.3789601,2.7342298,2.3789601,2.3692311532690615,2.606054404673811,2.7342298,2.3789601,2.7342298,2.3789601,2.7342298,2.3789601,2.69217152,2.32874697,2.3136469999999996,1.8768288000000024
2.7354386,2.3900087,2.6991215,2.3429563,20.956672671896953,18.50929885467619,2.743841394945526,2.3928099815745845,0.03631710000000021,0.047052400000000105,2.7354386,2.3664825,2.70638492,2.35236678,2.72454347,2.37589298,2.7354386,2.3900087,2.7354386,2.3900087,2.7354386,2.3900087,2.7160182045238805,1.5996120971901364,2.7354386,2.3900087,2.7354386,2.3900087,2.7354386,2.3900087,2.69548979,2.33825106,2.3359504999999987,1.8724322999999998
2.744139,2.3930604,2.7032342,2.35602,21.02332795522686,18.53293258760562,2.7525417949455258,2.3958616815745843,0.040904800000000296,0.03704039999999997,2.744139,2.3930604,2.71141516,2.36342808,2.73186756,2.38194828,2.744139,2.3930604,2.744139,2.3930604,2.744139,2.3930604,2.252707325549007,2.8164758895566284,2.744139,2.3930604,2.744139,2.3930604,2.744139,2.3930604,2.69914372,2.35231596,2.2941861999999977,1.9856160000000012
2.7390614,2.40322,2.70711,2.368984,20.98442757517124,18.611613084728486,2.747464194945526,2.4060212815745845,0.031951400000000074,0.03423599999999993,2.7390614,2.40322,2.7135002800000003,2.3758312000000004,2.7390614,2.3929492000000003,2.7390614,2.40322,2.7390614,2.40322,2.7390614,2.40322,2.8641751726315796,2.43697610991038,2.7390614,2.40322,2.7390614,2.40322,2.7390614,2.40322,2.7039148600000003,2.3655604,2.3875960000000003,2.0266240000000018
2.6990361,2.4175162,2.712145,2.3869967,20.677786764189598,18.72232926676005,2.7074388949455255,2.4203174815745845,0.013108900000000201,0.030519500000000033,2.6990361,2.4175162,2.6990361,2.3931006,2.6990361,2.4175162,2.6990361,2.4175162,2.6990361,2.4175162,2.6990361,2.4175162,2.8553886647003743,2.2849827200233173,2.6990361,2.4175162,2.6990361,2.4175162,2.6990361,2.4175162,2.71345589,2.38394475,2.8432340000000016,2.0818017000000006
2.684309,2.426261,2.7153463,2.39838,20.56495988000865,18.790052918403813,2.6927117949455255,2.429062281574584,0.03103730000000038,0.027880999999999823,2.684309,2.426261,2.70913884,2.4039562,2.684309,2.426261,2.684309,2.426261,2.684309,2.426261,2.684309,2.426261,2.1049053134055704,1.6171445186603561,2.684309,2.426261,2.684309,2.426261,2.684309,2.426261,2.71845003,2.3955919,3.025719300000003,2.119570000000002
2.6916838,2.4232008,2.7187567,2.4099307,20.621459510313166,18.76635335766369,2.7000865949455255,2.4260020815745844,0.02707290000000029,0.013270100000000173,2.6916838,2.4232008,2.71334212,2.4232008,2.6916838,2.4232008,2.6916838,2.4232008,2.6916838,2.4232008,2.6916838,2.4232008,3.3851937927902,3.3132616508179398,2.6916838,2.4232008,2.6916838,2.4232008,2.6916838,2.4232008,2.72146399,2.4086036899999996,2.9894857000000026,2.2772296999999986
2.6770225,2.437398,2.7212005,2.4181864,20.50913673141969,18.876302839311855,2.6854252949455257,2.4401992815745843,0.04417800000000005,0.019211599999999773,2.6770225,2.437398,2.7123649000000003,2.437398,2.6902759,2.437398,2.6770225,2.437398,2.6770225,2.437398,2.6770225,2.437398,2.2914564640691846,3.125810663203109,2.6770225,2.437398,2.6770225,2.437398,2.6770225,2.437398,2.7256183000000003,2.41626524,3.1629804999999998,2.226070400000003
2.697635,2.4491718,2.7239609,2.4278972,20.667052692483296,18.967484424908253,2.7060377949455257,2.451973081574584,0.02632589999999979,0.02127459999999992,2.697635,2.4491718,2.71869572,2.43215212,2.697635,2.4491718,2.697635,2.4491718,2.697635,2.4491718,2.697635,2.4491718,2.555701951225391,3.285338047376591,2.697635,2.4491718,2.697635,2.4491718,2.697635,2.4491718,2.72659349,2.42576974,2.9872198999999973,2.215151200000001
2.6942756,2.464539,2.7268782,2.4377353,20.641315742593807,19.086494911087478,2.7026783949455258,2.467340281574584,0.032602599999999704,0.026803699999999875,2.6942756,2.464539,2.72035768,2.44309604,2.6942756,2.464539,2.6942756,2.464539,2.6942756,2.464539,2.6942756,2.464539,2.335097184949414,2.8918875397899875,2.6942756,2.464539,2.6942756,2.464539,2.6942756,2.464539,2.7301384599999996,2.4350549299999997,3.052904199999996,2.1696983000000016
2.7089415,2.4640992,2.7299519,2.4474375,20.753673762890358,19.0830889027176,2.7173442949455255,2.4669004815745845,0.021010400000000207,0.016661700000000224,2.7089415,2.4640992,2.7089415,2.4640992,2.7089415,2.4640992,2.7089415,2.4640992,2.7089415,2.4640992,2.7089415,2.4640992,3.1141926539742366,2.9912871692910166,2.7089415,2.4640992,2.7089415,2.4640992,2.7089415,2.4640992,2.73205294,2.44577133,2.9400559000000017,2.280820499999998
2.677867,2.4603596,2.7328572,2.4572253,20.51560659335387,19.054127763790802,2.6862697949455256,2.4631608815745842,0.05499020000000021,0.003134299999999701,2.7053621000000003,2.4603596,2.72185916,2.4603596,2.69436406,2.4603596,2.71086112,2.4603596,2.677867,2.4603596,2.677867,2.4603596,3.278736820984825,2.7100744812635957,2.677867,2.4603596,2.677867,2.4603596,2.677867,2.4603596,2.7383562200000005,2.4569118700000003,3.282759200000001,2.425882300000003
2.695905,2.4795702,2.736961,2.4702795,20.653798860457098,19.202903262632145,2.704307794945526,2.4823714815745843,0.04105599999999976,0.009290699999999763,2.695905,2.4795702,2.7287498,2.4795702,2.7082218,2.4795702,2.695905,2.4795702,2.695905,2.4795702,2.695905,2.4795702,2.9325231430039667,2.2569918216428473,2.695905,2.4795702,2.695905,2.4795702,2.695905,2.4795702,2.7410666,2.46935043,3.1475209999999967,2.3773725000000026
2.697231,2.488316,2.7422194,2.4881554,20.66395757795232,19.27063465872423,2.7056337949455256,2.4911172815745846,0.04498840000000026,0.00016060000000006625,2.7197252,2.488316,2.73322172,2.488316,2.71072752,2.488316,2.697231,2.488316,2.697231,2.488316,2.697231,2.488316,2.5867735237777234,2.3139733273560252,2.697231,2.488316,2.697231,2.488316,2.697231,2.488316,2.7467182400000003,2.48813934,3.192103400000002,2.4865493999999995
2.6909697,2.4919536,2.7459161,2.5012136,20.615988665544435,19.298805863922674,2.699372494945526,2.4947548815745844,0.05494639999999995,0.009259999999999824,2.7184429000000003,2.4919536,2.73492682,2.4919536,2.70745362,2.4919536,2.72393754,2.4919536,2.6909697,2.4919536,2.6909697,2.4919536,3.2026439437382193,1.6412959110375684,2.6909697,2.4919536,2.6909697,2.4919536,2.6909697,2.4919536,2.7514107400000003,2.5021396,3.2953800999999983,2.593813599999998
2.6869662,2.5024147,2.7497091,2.5143733,20.585317153106928,19.379821312213156,2.6953689949455257,2.5052159815745845,0.06274289999999993,0.01195859999999982,2.71833765,2.5024147,2.73716052,2.5024147,2.7057890700000002,2.5024147,2.72461194,2.5024147,2.6869662,2.5024147,2.6869662,2.5024147,3.494652080085159,3.248287403568197,2.6869662,2.5024147,2.6869662,2.5024147,2.6869662,2.5024147,2.75598339,2.51556916,3.377138099999998,2.6339592999999977
2.6968992,2.5043437,2.7539315,2.5290534,20.66141560022614,19.39476035301693,2.7053019949455255,2.5071449815745845,0.05703230000000037,0.024709699999999835,2.72541535,2.5043437,2.7425250400000003,2.52411146,2.71400889,2.5043437,2.73111858,2.5043437,2.6968992,2.5043437,2.6968992,2.5043437,2.1529061681399226,1.7969904411263453,2.6968992,2.5043437,2.6968992,2.5043437,2.6968992,2.5043437,2.75963473,2.53152437,3.3242545000000026,2.776150399999998
